Insult,Date,Comment
0,20120620081140Z,"""danco, do not be upset about not knowing about wawa. are regional according to one of the posts, found mainly in the east. (pa and nj)"""
1,20120619204225Z,"""more grammatical errors, vicky<2. you are on a roll today. you are so stupid."""
0,20120515125610Z,"""good luck, hope you get to go!"""
0,20120619202135Z,"""this bring on de wrong ting for fucking pbs"""
0,20120527190659Z,"""very well said and i agree totally."""
0,20120609230518Z,"""the people trying to say legalize all drugs are who the news agencies use as example to why we should not legalize pot. they hurt the cause more than they know."""
0,,"""""a cardiff disciplinary panel heard ms scarlett, who was pictured wearing a lantern-shaped hat, ""presented herself as a very different person"" outside school"". lol. i should hope so, she is at a primary school after all."""
0,20120619131407Z,"""mubarh ho subh pakistanio ko"""
0,20120619001224Z,"""i shot the computer with a pistol, for being a fucking cocksucker. last time it fucks with me in the morning."""
0,20120530151037Z,"""and you are the winner of this eli is discussion! you got it right on the money tokyo!"""
1,20120619080541Z,"""puberty? ha! because you behaved like a man only when you were going through you are puberty and been a gullible entire life doesnt mean everyone are like you . pretty sure you got lady parts and vomit when you see blood or gore .. continue advertising you are transexuality on world wide web i have already owned you are ass."""
0,,"""iain duncan smith is clearly a dangerous sociopath and should be vanquished from politics asap."""
1,20120612130508Z,"""the muzzies do not like it when you fight back. friggin' cry babies. go back to what ever hell hole you crawled out of, you homicidal morons."""
0,20120619015101Z,"""_beautifulflaws okay i'm putting my throw back shirt &amp; cow girl boots on seriously i'm coming ."""
0,20120529020917Z,"""that can only mean one thing - the mods are on a diet! :)"""
0,20120529044908Z,"""who cares, both groups are equally nuts."""
1,20120609203234Z,"""im playing college ball what you, 5 sitting on worldstar yo life lame i am laugh fuck niggas like you everyday 5"""
1,20120611184257Z,"""the waste of time here is you and you are comment"""
0,20120610042312Z,"""hot_damn. it is_obozo_bitch_, watch_them_teeth_fold_back_and_them_legs_spread_when_they_start_playing_hell_to_the_chief."""
0,20120611183219Z,"""fuck these two mellow teenage girls with beards.give us plinkett review."""
0,,"""well i think christ is lovely. he is very entertaining and has a very loyal army of listeners. i love to hear him and his team in the mornings. i hope he keeps going for a long time to come. i also love his tv show chris moyles quiz night, which is very funny. each to his own and i respect that, everyone likes different people and i like him. he is certainly not fat and definately not ugly and he has a very nice face in my personal opinion!!"""
1,20120530111544Z,"""jonx, you are crazy, just plain crazy."""
0,20120528174219Z,"""don't forget toe-tappin' larry craig, randall woulduke' cunningam, bob packwood, herman cain, newt gingrich, mark sandford, john ensign. then there is bob allen, mark foley, jack ryan, steve latourette, and of course rudy giuliani. the list goes on: henry hyde 1924 politician, lawyer chicago united states of america admitted he would had an affair many years prior 22 helen chenoweth-hage 1938 politician, consultant topeka united states of america admitted to a six year affair with a married rancher in her home state of idaho 23 bob livingston 1943 politician, lawyer colorado springs united states of america admitted to multiple extramarital affairs. 24 bob packwood 1932 lawyer portland united states of america resigned from senate amid allegations of sexual harassment and abuse. 25 ken calvert 1953 corona united states of america arrested while soliciting a prostitute. showing items 1 - 25 of 32 > republican sex scandals you can use this list to help make you are own ranked list about this topic more lists top 5 best dressed oscars 2011 by joanne vote top 30 hottest jewish women under 40 by greg the 20 most epic wedding fails of all time by brian gilmore post a comment login via: facebook twitter yahoo! google my comment is about write you are comment name or login : show comments about: nellyvega-torres republican sex scandals at 3/05/2012 8:17 pm we have been paying for all this sex through the senators insurance tax payers pay for. reply disgusted by thegop republican sex scandals at 8/27/2011 6:31 am republican party = one big perverted freakshow reply disgusted by thegop republican sex scandals at 7/08/2011 5:38 pm disgusting two faced hypocrites ready to tell everyone else what is moral and good. nothing about this gang is good, we should scrap this political pack and start over. reply heyrobo republican sex scandals at 6/07/2011 4:11 pm just shows how narcissim overrides sound judgement. reply heyrobo steve latourette at 6/07/2011 4:09 pm that is like having sex with his wife. libtards had to report this. reply heyrobo jack ryan at 6/07/2011 4:08 pm oh wow--he wanted to have sex with his own wife--how disgusting is that for a republican? that isn't a scandal--only a liberal socialist would call it that. reply anonymous republican sex scandals at 2/11/2010 2:48 pm why are republicans so sexy? reply kit28 republican sex scandals at 6/13/2011 1:44 am they are not.they just lack self-control. reply top incategory related lists top onranker on the cover of the rolling stone magazine 13 simpsons jokes that actually came true vote on this the sexiest female soccer players vote on this greatest pro wrestlers of all time vote on this the hottest tennis girlfriends and wives vote on this the hottest basketball wives and girlfriends . more by web infoguy infoplease is oldest us universities websites powered by mediawiki us news' colleges with most international students famous unsolved murders top incategory related lists top onranker vote on this the 13 sexiest psycho girlfriends in . vote on this hottest brooklyn decker photos vote on this best action movies of 2011 10 sexiest foreign exchange students in film history famous hispanic scientists he is ""that guy"": the best of the scumbag steve . top 10 current queries in people famous tattoosgirls with tattoossuffering quotesdiversity quoteskesha picturesenergy quotesbest pornstar everkaty perry sexytop celebritiesenvironment quotes about rankerthe ranker blogfaq/helpsitemapcontactadvertise with usjobswidgetsterms & conditionsprivacy policypresstop rankersdata.ranker.com information and media on this page and throughout ranker is supplied by , , wikipedia, ranker users, and other sources. freebase content is freely licensed under the cc-by license and wikipedia content is licensed under the gnu free documentation license. ranker 2012"""
